,name,category,rating,review,link,add,hour,tel,sub,category_dic,rev,lat,lng
735,케밥인 건대역점,양식,4,,https://place.map.kakao.com/146917287,서울 광진구 아차산로 221,,02-499-3545,건대입구역,양식,,37.5410367,127.0682748
736,이타주의,간식,4,,https://place.map.kakao.com/46284772,서울 광진구 뚝섬로27길 43 2층,,010-6265-0446,건대입구역,패스트푸드,,37.537816,127.0660665
737,뺑드램,"제과,베이커리",4,,https://place.map.kakao.com/21581944,서울 광진구 뚝섬로 599,,02-454-7795,건대입구역,"베이커리,카페",,37.5330634,127.0765374
738,찜집,"해물,생선",2,,https://place.map.kakao.com/357771682,서울 광진구 자양번영로 44,,02-444-0007,건대입구역,일식,,37.5334745,127.0759926
739,금복주류 건대점,"호프,요리주점",3,,https://place.map.kakao.com/1401546294,서울 광진구 아차산로33길 31,,02-462-3690,건대입구역,"호프,펍",,37.5416304,127.070328
740,카츠젠 건대점,"돈까스,우동",2,,https://place.map.kakao.com/48383553,서울 광진구 능동로13길 44,,02-499-6030,건대입구역,일식,,37.5438679,127.0701135
741,해란양꼬치,양꼬치,3,,https://place.map.kakao.com/18488965,서울 광진구 동일로18길 73,,02-498-8886,건대입구역,중식,,37.5389211,127.0668052
742,스위트앤카츠 화양직영점,"돈까스,우동",3,,https://place.map.kakao.com/26602338,서울 광진구 광나루로17길 14 1층,,02-467-0053,건대입구역,일식,,37.5481968,127.0727837
743,천사곱창 건대점,"곱창,막창",3,,https://place.map.kakao.com/1995657919,서울 광진구 동일로22길 35,,070-8624-1221,건대입구역,한식,,37.5421049,127.0662857
744,새로이,"호프,요리주점",4,,https://place.map.kakao.com/58027342,서울 광진구 능동로17길 5 1층,,010-6656-2415,건대입구역,"호프,펍",,37.5460009,127.0730146
745,뉴욕야시장 건대입구역점,"호프,요리주점",4,,https://place.map.kakao.com/435724762,서울 광진구 동일로22길 64,,02-464-0398,건대입구역,"호프,펍",,37.5414318,127.0676452
746,수다포차,"호프,요리주점",3,,https://place.map.kakao.com/23280731,서울 광진구 아차산로33길 36,,,건대입구역,"호프,펍",,37.5417997,127.0706473
747,대양참치 건대본점,참치회,1,,https://place.map.kakao.com/11646579,서울 광진구 동일로22길 97,,02-469-3737,건대입구역,일식,,37.5410377,127.0695432
748,아도겐,일본식주점,4,,https://place.map.kakao.com/47262468,서울 광진구 동일로22길 96 2층,,02-467-2611,건대입구역,"호프,펍",,37.5408965,127.0693538
749,대곱창 건대점,"곱창,막창",4,,https://place.map.kakao.com/1759304475,서울 광진구 아차산로 242,,02-461-8814,건대입구역,한식,,37.5398366,127.0698908
750,장미맨숀 건대점,"호프,요리주점",5,,https://place.map.kakao.com/1870617384,서울 광진구 동일로22길 81 2층,,,건대입구역,"호프,펍",,37.5414065,127.068776
751,매드밤,칵테일바,5,,https://place.map.kakao.com/1642625434,서울 광진구 동일로22길 57 3층,,,건대입구역,"호프,펍",,37.5417618,127.0674453
752,준성이네 건대점,중식,5,,https://place.map.kakao.com/149580874,서울 광진구 뚝섬로27길 48,,070-4038-0628,건대입구역,중식,,37.5378699,127.0664992
753,RSG,카페,3,,https://place.map.kakao.com/1313821804,서울 성동구 연무장15길 11 에스팩토리 C동 110호,,,건대입구역,"베이커리,카페",,37.5425787,127.059445
754,타이거슈가 건대점,카페,1,,https://place.map.kakao.com/62112205,서울 광진구 능동로 123,,,건대입구역,"베이커리,카페",,37.5419822,127.0712877
755,라 파밀리아,이탈리안,4,,https://place.map.kakao.com/329888781,서울 광진구 능동로 90 더클래식500 6층,,02-2218-5750,건대입구역,양식,,37.5382118,127.0709107
756,겨울나그네,양식,3,,https://place.map.kakao.com/8790206,서울 광진구 능동로 147-1,,,건대입구역,양식,,37.54408189999999,127.0721206
757,김천재의 육회반한연어 건대점,한식,4,,https://place.map.kakao.com/1809069347,서울 광진구 아차산로31길 23 1층,,02-499-9211,건대입구역,한식,,37.542087,127.0696049
758,대부포차,실내포장마차,3,,https://place.map.kakao.com/1233870190,서울 광진구 동일로24길 92,,,건대입구역,"호프,펍",,37.5424401,127.0698234
759,오사이초밥,"초밥,롤",4,,https://place.map.kakao.com/1451273565,서울 광진구 군자로 14 1층,,02-6404-5420,건대입구역,일식,,37.544633,127.0715027
760,쿠치나843,양식,4,,https://place.map.kakao.com/1491540856,서울 광진구 아차산로31길 20 지하1층,,070-8151-3897,건대입구역,양식,,37.5418673,127.0697378
761,로이베이커리카페,"제과,베이커리",4,,https://place.map.kakao.com/1371691028,서울 광진구 능동로 36,,,건대입구역,"베이커리,카페",,37.554141,127.0847573
762,도키도키,일본식주점,4,,https://place.map.kakao.com/236352360,서울 광진구 아차산로33길 43 2~4층,,,건대입구역,"호프,펍",,37.5421885,127.0706017
763,프롤라,커피전문점,4,,https://place.map.kakao.com/1785753778,서울 성동구 연무장17길 5,,070-4036-9616,건대입구역,"베이커리,카페",,37.5412001,127.0609231
764,123막창 서울건대점,"곱창,막창",3,,https://place.map.kakao.com/1773485272,서울 광진구 아차산로33길 41,,02-498-1239,건대입구역,한식,,37.5420954,127.0705632
765,맘스터치 건대스타시티점,패스트푸드,1,,https://place.map.kakao.com/1748402497,서울 광진구 능동로 92,,02-447-0017,건대입구역,패스트푸드,,37.5387765,127.0710831
766,삼떡캠핑 건대점,분식,4,,https://place.map.kakao.com/1942653698,서울 광진구 동일로22길 42 지하 1층,,0507-1360-9897,건대입구역,분식,,37.5419018,127.0662608
767,조마루 건대점,감자탕,2,,https://place.map.kakao.com/8064669,서울 광진구 아차산로 208 1층,,02-498-3424,건대입구역,한식,,37.540995,127.0664195
768,유가네닭갈비 건대점,닭요리,2,,https://place.map.kakao.com/27195833,서울 광진구 아차산로29길 15,,02-466-6123,건대입구역,한식,,37.5415953,127.0682746
769,남원본가맛추어탕,추어,3,,https://place.map.kakao.com/11963583,서울 광진구 동일로 112,,02-499-0499,건대입구역,한식,,37.5425232,127.0644892
770,엔제리너스 건대영존점,커피전문점,3,,https://place.map.kakao.com/27464893,서울 광진구 능동로 110 1층,,02-2218-4530,건대입구역,"베이커리,카페",,37.5406496,127.0714118
771,역전우동0410 건대로데오점,"돈까스,우동",4,,https://place.map.kakao.com/26532894,서울 광진구 아차산로 224 1층,,02-464-0410,건대입구역,일식,,37.5405332,127.0680762
772,한촌설렁탕 건대입구역점,설렁탕,5,,https://place.map.kakao.com/319853351,서울 광진구 아차산로 241 연한빌딩 107호,,02-465-5860,건대입구역,한식,,37.54046659999999,127.0701365
773,비밀의화원 포레스트,테마카페,4,,https://place.map.kakao.com/645050666,서울 광진구 동일로24길 102 2~4층,,02-468-4440,건대입구역,"베이커리,카페",,37.5421884,127.0704659
774,서산식당,한식,4,,https://place.map.kakao.com/16328465,서울 성동구 아차산로13길 6 2층,,02-463-3638,건대입구역,한식,,37.5436381,127.0607726
775,이차돌 건대점,"육류,고기",3,,https://place.map.kakao.com/824885504,서울 광진구 동일로24길 101,,02-466-0246,건대입구역,한식,,37.5423765,127.0705496
776,프롤라,커피전문점,4,,https://place.map.kakao.com/1785753778,서울 성동구 연무장17길 5,영업시간 화~목 11:00 ~ 21:00,070-4036-9616,건대입구역,"베이커리,카페",,37.5412001,127.0609231
777,123막창 서울건대점,"곱창,막창",3,,https://place.map.kakao.com/1773485272,서울 광진구 아차산로33길 41,매일 16:00 ~ 04:00,02-498-1239,건대입구역,한식,,37.5420954,127.0705632
778,맘스터치 건대스타시티점,패스트푸드,1,,https://place.map.kakao.com/1748402497,서울 광진구 능동로 92,영업시간 매일 11:00 ~ 21:00,02-447-0017,건대입구역,패스트푸드,,37.5387765,127.0710831
779,삼떡캠핑 건대점,분식,4,,https://place.map.kakao.com/1942653698,서울 광진구 동일로22길 42 지하 1층,월~금 15:00 ~ 03:00,0507-1360-9897,건대입구역,분식,,37.5419018,127.0662608
780,조마루 건대점,감자탕,2,,https://place.map.kakao.com/8064669,서울 광진구 아차산로 208 1층,매일 00:00 ~ 24:00,02-498-3424,건대입구역,한식,,37.540995,127.0664195
781,유가네닭갈비 건대점,닭요리,2,,https://place.map.kakao.com/27195833,서울 광진구 아차산로29길 15,매일 11:00 ~ 24:00,02-466-6123,건대입구역,한식,,37.5415953,127.0682746
782,크리스피크림도넛 건대스타시티점,도넛,3,,https://place.map.kakao.com/8122782,서울 광진구 아차산로 272 스타시티쇼핑몰 지하 1층,매일 09:00 ~ 23:00,02-2024-1460,건대입구역,"베이커리,카페",,37.5387444,127.0730032
783,남원본가맛추어탕,추어,3,,https://place.map.kakao.com/11963583,서울 광진구 동일로 112,매일 00:00 ~ 24:00,02-499-0499,건대입구역,한식,,37.5425232,127.0644892
784,엔제리너스 건대영존점,커피전문점,3,,https://place.map.kakao.com/27464893,서울 광진구 능동로 110 1층,월~금 07:00 ~ 22:30,02-2218-4530,건대입구역,"베이커리,카페",,37.5406496,127.0714118
785,역전우동0410 건대로데오점,"돈까스,우동",4,,https://place.map.kakao.com/26532894,서울 광진구 아차산로 224 1층,매일 00:00 ~ 24:00,02-464-0410,건대입구역,일식,,37.5405332,127.0680762
786,한촌설렁탕 건대입구역점,설렁탕,5,,https://place.map.kakao.com/319853351,서울 광진구 아차산로 241 연한빌딩 107호,매일 00:00 ~ 24:00,02-465-5860,건대입구역,한식,,37.54046659999999,127.0701365
787,비밀의화원 포레스트,테마카페,4,,https://place.map.kakao.com/645050666,서울 광진구 동일로24길 102 2~4층,월~금 13:00 ~ 24:00,02-468-4440,건대입구역,"베이커리,카페",,37.5421884,127.0704659
788,이차돌 건대점,"육류,고기",3,,https://place.map.kakao.com/824885504,서울 광진구 동일로24길 101,매일 15:00 ~ 03:00,02-466-0246,건대입구역,한식,,37.5423765,127.0705496
789,광고정원레스토랑 어반가든,"스테이크,립",3,278.0,https://place.map.kakao.com/15982071,서울 중구 정동길 12-15 1층,,02-777-2254,광화문역,양식,200 ~ 400 개,37.5673854,126.9691349
790,광고화로담,일식집,4,25.0,https://place.map.kakao.com/948442632,서울 종로구 새문안로5길 9,,02-720-8007,광화문역,일식,0 ~ 200 개,37.5710114,126.9747507
791,청진옥 본점,해장국,2,215.0,https://place.map.kakao.com/27540102,서울 종로구 종로3길 32,,02-735-1690,광화문역,한식,200 ~ 400 개,37.5716911,126.9794619
792,광화문미진 본점,국수,3,449.0,https://place.map.kakao.com/21326655,서울 종로구 종로 19 르메이에르 종로타운 1층,,02-732-1954,광화문역,한식,400 ~ 700 개,37.5709593,126.9798759
793,포비 광화문점,카페,4,417.0,https://place.map.kakao.com/27187492,서울 종로구 종로3길 17 광화문D타워 1층 21호,,02-2251-8125,광화문역,"베이커리,카페",400 ~ 700 개,37.5709221,126.9788972
794,디라이프스타일 키친 광화문점,양식,3,393.0,https://place.map.kakao.com/444516464,서울 중구 세종대로 136 파이낸스센터 지하1층 101A호,,02-6273-0100,광화문역,양식,200 ~ 400 개,37.568369,126.97779
795,진진수라 광화문점,한정식,3,199.0,https://place.map.kakao.com/967729291,서울 종로구 종로5길 7 타워8빌딩 지하 2층 201-206호,,02-6226-8191,광화문역,한식,0 ~ 200 개,37.5706045,126.9809152
796,라그릴리아 광화문점,이탈리안,3,100.0,https://place.map.kakao.com/18608004,서울 종로구 청계천로 11 청계한국빌딩 2층,,02-571-5732,광화문역,양식,0 ~ 200 개,37.56946569999999,126.9787547
797,이문설농탕,설렁탕,3,185.0,https://place.map.kakao.com/24725293,서울 종로구 우정국로 38-13,,02-733-6526,광화문역,한식,0 ~ 200 개,37.5727213,126.9838844
798,광화문국밥 본점,국밥,3,243.0,https://place.map.kakao.com/2067124772,서울 중구 세종대로21길 53 1층,,02-738-5688,광화문역,한식,200 ~ 400 개,37.5689079,126.975418
799,테라로사 광화문점,커피전문점,3,104.0,https://place.map.kakao.com/24725284,서울 종로구 종로1길 50,,,광화문역,"베이커리,카페",0 ~ 200 개,37.5745869,126.9792435
800,부민옥,한식,3,84.0,https://place.map.kakao.com/1346301870,서울 중구 다동길 24-12,,02-777-4323,광화문역,한식,0 ~ 200 개,37.5674839,126.9801634
801,서린낙지,"해물,생선",2,128.0,https://place.map.kakao.com/7937472,서울 종로구 종로 19 르메이에르 종로타운 2층,,02-735-0670,광화문역,일식,0 ~ 200 개,37.5709593,126.9798759
802,일품당 광화문점,샤브샤브,3,47.0,https://place.map.kakao.com/8051186,서울 종로구 세종대로23길 25,,02-733-4949,광화문역,한식,0 ~ 200 개,37.5714698,126.9750342
803,닥터로빈 광화문점,양식,3,170.0,https://place.map.kakao.com/839834408,서울 종로구 종로3길 17 D타워 5층 3호,,02-2251-8510,광화문역,양식,0 ~ 200 개,37.5709221,126.9788972
804,백부장집닭한마리 본관,닭요리,4,134.0,https://place.map.kakao.com/8381402,서울 종로구 삼봉로 100-1,,02-732-2565,광화문역,한식,0 ~ 200 개,37.5717819,126.9826723
805,광화문한옥집,한식,3,102.0,https://place.map.kakao.com/152172304,서울 종로구 새문안로5가길 7 세종클럽 지하 1층,,02-731-2500,광화문역,한식,0 ~ 200 개,37.57274049999999,126.9740251
806,박순례손말이고기 산정집 광화문점,"육류,고기",2,126.0,https://place.map.kakao.com/27386457,서울 종로구 새문안로5가길 3-10 선덕빌딩 2층,,02-310-9636,광화문역,한식,0 ~ 200 개,37.572331,126.9741363
807,무교동북어국집,"해물,생선",4,137.0,https://place.map.kakao.com/11064200,서울 중구 을지로1길 38,,02-777-3891,광화문역,일식,0 ~ 200 개,37.5677037,126.9798457
808,남포면옥,냉면,2,234.0,https://place.map.kakao.com/21232315,서울 중구 을지로3길 24,,02-777-3131,광화문역,한식,200 ~ 400 개,37.5671067,126.9816605
809,암소서울,한식,3,425.0,https://place.map.kakao.com/2034797687,서울 종로구 새문안로 76 지하1층,,02-6744-0123,광화문역,한식,400 ~ 700 개,37.5697569,126.973165
810,마이클 바이 해비치,이탈리안,3,144.0,https://place.map.kakao.com/1791766556,서울 종로구 우정국로 26 센트로폴리스 B타워 2층,,02-722-4300,광화문역,양식,0 ~ 200 개,37.5716155,126.9833532
811,마르셀 광화문점,이탈리안,3,126.0,https://place.map.kakao.com/981723388,서울 중구 청계천로 8 1층,,02-318-5978,광화문역,양식,0 ~ 200 개,37.56878700000001,126.9782122
812,포비브라이트 광화문점,카페,4,232.0,https://place.map.kakao.com/281666038,서울 종로구 새문안로 76,,02-6744-0120,광화문역,"베이커리,카페",200 ~ 400 개,37.5697569,126.973165
813,차이797 광화문점,중식,3,18.0,https://place.map.kakao.com/25652027,서울 종로구 새문안로5길 31 센터포인트 광화문빌딩 2층,,02-6031-6797,광화문역,중식,0 ~ 200 개,37.573135,126.9742155
814,적당,카페,3,483.0,https://place.map.kakao.com/1345866783,서울 중구 을지로 29 1층,,0507-1312-8928,광화문역,"베이커리,카페",400 ~ 700 개,37.5664434,126.981022
815,교대이층집 광화문점,삼겹살,4,60.0,https://place.map.kakao.com/27506479,서울 종로구 삼봉로 95 대성스카이렉스오피스텔 102동 1층,,02-723-6692,광화문역,한식,0 ~ 200 개,37.5724163,126.9824791
816,화목순대국 광화문1호점,순대,3,46.0,https://place.map.kakao.com/15431872,서울 종로구 새문안로5길 11,,02-723-8313,광화문역,한식,0 ~ 200 개,37.5711525,126.9747091
817,감성타코 광화문점,"멕시칸,브라질",3,98.0,https://place.map.kakao.com/1064891133,서울 종로구 새문안로3길 23 경희궁의아침4단지 지하2층 B201호,,02-738-8887,광화문역,기타,0 ~ 200 개,37.5727006,126.9722755
818,용금옥,추어,3,59.0,https://place.map.kakao.com/10703052,서울 중구 다동길 24-2,,02-777-1689,광화문역,한식,0 ~ 200 개,37.5676318,126.9804953
819,루뽀,와인바,4,160.0,https://place.map.kakao.com/886908526,서울 종로구 새문안로5길 31 센터포인트빌딩 2층,,02-6262-0880,광화문역,"호프,펍",0 ~ 200 개,37.5715671,126.9745288
820,광화문뚝감,감자탕,4,129.0,https://place.map.kakao.com/18363906,서울 종로구 새문안로3길 21,,02-722-5894,광화문역,한식,0 ~ 200 개,37.5720682,126.9725604
821,세광양대창 광화문점,"곱창,막창",4,50.0,https://place.map.kakao.com/1220191252,서울 종로구 삼봉로 68 2층,월~금 11:00 ~ 22:30,02-722-9231,광화문역,한식,0 ~ 200 개,37.5719819,126.9808922
822,후니도니,"돈까스,우동",4,189.0,https://place.map.kakao.com/27271374,서울 종로구 종로 19 르메이르종로타운 지하1층,영업시간 월~금 11:00 ~ 20:30 · 브레이크타임 월~금 14:30 ~ 15:30,02-722-5402,광화문역,일식,0 ~ 200 개,37.5709593,126.9798759
823,후라토식당 본점,일식,4,111.0,https://place.map.kakao.com/894615357,서울 종로구 새문안로5길 19 로얄빌딩 아케이드 지하1층 63호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-730-7090,광화문역,일식,0 ~ 200 개,37.5719994,126.9742775
824,종로도담,한식,4,260.0,https://place.map.kakao.com/439177229,서울 종로구 삼봉로 78,월~금 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-733-9850,광화문역,한식,200 ~ 400 개,37.5720718,126.9813982
825,청키면가 무교점,중식,3,98.0,https://place.map.kakao.com/23966819,서울 중구 다동길 33 효광빌딩 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-538-3913,광화문역,중식,0 ~ 200 개,37.5679544,126.9811214
826,바스버거 광화문점,햄버거,3,131.0,https://place.map.kakao.com/26608740,서울 중구 다동길 5 광일빌딩 지하 1층,"영업시간 월~목 11:00 ~ 20:00 · 브레이크타임 월,화,수,목,토,일 14:30 ~ 16:00",02-722-6653,광화문역,패스트푸드,0 ~ 200 개,37.5680705,126.9796897
827,펠트커피 광화문점,카페,3,196.0,https://place.map.kakao.com/977211586,서울 종로구 종로3길 17 b2층,영업시간 월~금 07:00 ~ 20:00,02-2251-8010,광화문역,"베이커리,카페",0 ~ 200 개,37.5716583,126.9798858
828,카페이마,카페,3,113.0,https://place.map.kakao.com/8045991,서울 종로구 세종대로 152 일민미술관 1층,영업시간 매일 10:00 ~ 19:00,02-2020-2088,광화문역,"베이커리,카페",0 ~ 200 개,37.56978400000001,126.977664
829,황소막창,"곱창,막창",4,71.0,https://place.map.kakao.com/15769405,서울 중구 청계천로 30,,02-319-9055,광화문역,한식,0 ~ 200 개,37.568498,126.9807348
830,봉우리 종각식객촌점,한식,3,80.0,https://place.map.kakao.com/25770000,서울 종로구 종로 33 GS그랑서울타워1 A동 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-2158-7901,광화문역,한식,0 ~ 200 개,37.5706922,126.9815134
831,택이네조개전골 광화문점,조개,4,89.0,https://place.map.kakao.com/380922242,서울 종로구 새문안로9길 29,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,02-722-6666,광화문역,한식,0 ~ 200 개,37.5714502,126.9753684
832,라칸티나,이탈리안,3,97.0,https://place.map.kakao.com/10372376,서울 중구 을지로 19 삼성빌딩 지하1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-777-2580,광화문역,양식,0 ~ 200 개,37.5662571,126.9799416
833,모도우 광화문점,한식,3,79.0,https://place.map.kakao.com/2138512000,서울 종로구 율곡로 6 트윈트리빌딩 A동 지하1층 101호,매일 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6016-6916,광화문역,한식,0 ~ 200 개,37.5751853,126.9797383
834,이북만두,한식,2,91.0,https://place.map.kakao.com/7855268,서울 중구 무교로 17-13,영업시간 월~토 11:00 ~ 21:00,02-776-7361,광화문역,한식,0 ~ 200 개,37.5672148,126.9785303
835,충무집,"해물,생선",3,70.0,https://place.map.kakao.com/781644913,서울 중구 을지로3길 30-14 1층,,02-776-4088,광화문역,일식,0 ~ 200 개,37.5673321,126.9819936
836,참치공방 종각점,참치회,2,83.0,https://place.map.kakao.com/10311622,서울 종로구 종로9길 8 1층,매일 11:30 ~ 24:00,02-732-8014,광화문역,일식,0 ~ 200 개,37.5707078,126.9843419
837,공평동꼼장어 본점,장어,3,136.0,https://place.map.kakao.com/15751933,서울 종로구 우정국로 29,월~토 16:00 ~ 01:00,02-738-1769,광화문역,한식,0 ~ 200 개,37.5716752,126.9828367
838,광화문몽로,이탈리안,2,81.0,https://place.map.kakao.com/1488776818,서울 중구 세종대로21길 40,월~금 11:30 ~ 01:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-722-8767,광화문역,양식,0 ~ 200 개,37.5682285,126.9758336
839,스시소라 광화문점,일식,3,181.0,https://place.map.kakao.com/1315083198,서울 종로구 종로 19 B동 지하1층,월~금 11:30 ~ 21:50 · 브레이크타임 월~금 14:20 ~ 18:00,02-733-8400,광화문역,일식,0 ~ 200 개,37.6081638,126.9575886
840,뽐모도로,이탈리안,3,97.0,https://place.map.kakao.com/18306071,서울 종로구 새문안로9길 19-1 일선빌딩 1층,영업시간 월~토 11:20 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-722-4675,광화문역,양식,0 ~ 200 개,37.5710898,126.9756919
841,오목집 광화문점,"족발,보쌈",3,107.0,https://place.map.kakao.com/1693365113,"서울 종로구 삼봉로 98 1,2층",월~금 11:00 ~ 23:00,02-733-2019,광화문역,한식,0 ~ 200 개,37.5718251,126.9825641
842,사발,국수,3,571.0,https://place.map.kakao.com/11834457,서울 종로구 사직로8길 34 경희궁의아침 3단지 1층 142호,영업시간 월~금 11:30 ~ 21:00,02-720-4845,광화문역,한식,400 ~ 700 개,37.5732644,126.9719961
843,갓덴스시 종로점,"초밥,롤",3,130.0,https://place.map.kakao.com/15204021,서울 종로구 종로12길 14,매일 11:00 ~ 21:30,02-730-1477,광화문역,일식,0 ~ 200 개,37.5694101,126.9855719
844,창고43 무교점,"육류,고기",2,41.0,https://place.map.kakao.com/901404875,서울 중구 무교로 21 더익스체인지서울 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30,02-3789-0043,광화문역,한식,0 ~ 200 개,37.5678402,126.9787194
845,이나니와요스케 서울시청점,"돈까스,우동",3,115.0,https://place.map.kakao.com/220828644,서울 중구 을지로 6 재능빌딩 1층,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-772-9994,광화문역,일식,0 ~ 200 개,37.5652675,127.0084173
846,엄용백돼지국밥 종각점,국밥,3,223.0,https://place.map.kakao.com/416934208,서울 종로구 인사동3길 20,월~토 11:30 ~ 22:00,02-722-8092,광화문역,한식,200 ~ 400 개,37.5718312,126.9857915
847,도마 인사점,한식,4,77.0,https://place.map.kakao.com/1367229148,서울 종로구 인사동8길 6-1,매일 11:00 ~ 21:40 · 브레이크타임 매일 15:00 ~ 17:00,02-733-9376,광화문역,한식,0 ~ 200 개,37.5737422,126.9858788
848,덕수궁 리에제와플,카페,3,523.0,https://place.map.kakao.com/243733683,서울 중구 덕수궁길 5 1층,월~금 08:00 ~ 21:30,02-318-5202,광화문역,"베이커리,카페",400 ~ 700 개,37.5647558,126.9764404
849,로코랩,카페,4,81.0,https://place.map.kakao.com/971978748,서울 종로구 율곡로4길 51,월~금 08:30 ~ 21:30,02-3210-3258,광화문역,"베이커리,카페",0 ~ 200 개,37.5733179,126.9812906
850,한일관 광화문점,한정식,3,14.0,https://place.map.kakao.com/20333726,서울 종로구 종로1길 50 더케이트윈타워 A동 지하1층,매일 11:30 ~ 21:30,02-722-7557,광화문역,한식,0 ~ 200 개,37.574638,126.979181
851,힐사이드테이블,양식,3,326.0,https://place.map.kakao.com/1520090279,서울 종로구 경희궁2길 7 1층,매일 11:30 ~ 21:20 · 브레이크타임 매일 15:30 ~ 17:00,02-720-5757,광화문역,양식,200 ~ 400 개,37.572829,126.9709459
852,고디바 광화문점,초콜릿,3,43.0,https://place.map.kakao.com/22320716,서울 종로구 세종대로 159 세광빌딩 1층,매일 11:00 ~ 22:00,02-736-7717,광화문역,"베이커리,카페",0 ~ 200 개,37.5705621,126.9763029
853,영덕회식당,회,3,27.0,https://place.map.kakao.com/12447947,서울 중구 무교로 32 효령빌딩 지하1층,월~금 11:30 ~ 22:00,02-757-0066,광화문역,일식,0 ~ 200 개,37.56870120000001,126.9795249
854,서촌계단집,"해물,생선",3,347.0,https://place.map.kakao.com/19156993,서울 종로구 자하문로1길 15 1층,,02-737-8412,광화문역,일식,200 ~ 400 개,37.5763117,126.9714855
855,나무사이로,커피전문점,3,122.0,https://place.map.kakao.com/11016313,서울 종로구 사직로8길 21,영업시간 매일 09:00 ~ 21:00,070-7590-0885,광화문역,"베이커리,카페",0 ~ 200 개,37.5745951,126.9709533
856,롯데호텔서울 라세느,뷔페,4,328.0,https://place.map.kakao.com/27348727,서울 중구 을지로 30 롯데호텔서울 본관 1층,매일 11:30 ~ 22:00,02-317-7171,광화문역,기타,200 ~ 400 개,37.5653,126.980979
857,광화문집,"찌개,전골",2,46.0,https://place.map.kakao.com/26558016,서울 종로구 새문안로5길 12,매일 09:00 ~ 22:00,02-739-7739,광화문역,한식,0 ~ 200 개,37.571335,126.9749738
858,양반댁,한정식,1,139.0,https://place.map.kakao.com/7997827,서울 종로구 인사동길 19-18,,02-733-5507,광화문역,한식,0 ~ 200 개,37.5722378,126.9859252
859,온센 SFC광화문점,"돈까스,우동",3,202.0,https://place.map.kakao.com/1596142620,서울 중구 세종대로 136,영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30,02-318-1815,광화문역,일식,200 ~ 400 개,37.5683731,126.9782699
860,결,카페,4,113.0,https://place.map.kakao.com/517442171,서울 종로구 우정국로 26 센트로폴리스 1층,영업시간 월~금 07:30 ~ 20:30,02-6370-5840,광화문역,"베이커리,카페",0 ~ 200 개,37.5716155,126.9833532
861,바캉스커피,카페,3,300.0,https://place.map.kakao.com/557230756,서울 중구 남대문로9길 12 9층,화~토 12:00 ~ 21:30,070-8803-2326,광화문역,"베이커리,카페",200 ~ 400 개,37.5668244,126.9817311
862,아지오,양식,3,152.0,https://place.map.kakao.com/12447534,서울 종로구 인사동11길 23,월~토 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-722-0211,광화문역,양식,0 ~ 200 개,37.5736651,126.9834119
863,설가온,한정식,2,113.0,https://place.map.kakao.com/13314584,서울 종로구 세종대로 175 세종문화회관 지하1층,매일 11:30 ~ 23:00,02-733-3276,광화문역,한식,0 ~ 200 개,37.572443,126.976075
864,우육면관 청계천점,중식,4,157.0,https://place.map.kakao.com/2143988257,서울 종로구 청계천로 75-2,영업시간 매일 11:00 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:30,070-4213-5678,광화문역,중식,0 ~ 200 개,37.5685408,126.9861247
865,쉐이크쉑 종각점,패스트푸드,3,251.0,https://place.map.kakao.com/2038128499,서울 종로구 종로 33 그랑서울 1층,매일 10:30 ~ 22:00,02-2158-7575,광화문역,패스트푸드,200 ~ 400 개,37.5706922,126.9815134
866,크리스탈제이드 광화문상하이팰리스점,중화요리,4,51.0,https://place.map.kakao.com/1596298980,서울 종로구 율곡로2길 7 서머셋팰리스 1층 103호,,02-720-0133,광화문역,중식,0 ~ 200 개,37.5749752,126.9812194
867,정원레스토랑 어반가든,"스테이크,립",3,278.0,https://place.map.kakao.com/15982071,서울 중구 정동길 12-15 1층,,02-777-2254,광화문역,양식,200 ~ 400 개,37.5673854,126.9691349
868,붓처스컷 광화문점,"스테이크,립",3,105.0,https://place.map.kakao.com/18274189,서울 중구 세종대로 136 서울파이낸스센터 지하2층,,02-318-0973,광화문역,양식,0 ~ 200 개,37.568369,126.97779
869,우드앤브릭 광화문점,"제과,베이커리",3,28.0,https://place.map.kakao.com/13580975,서울 종로구 새문안로5길 5-1,,02-735-1151,광화문역,"베이커리,카페",0 ~ 200 개,37.5707476,126.9746671
